"id","title","description","type","location","startTime","endTime","time","shortDay","shortTime","start24","end24"
"23020","Come as you are, flow as you go - open flow with music and friends","Flow as you go is an interactive collaboration of flow, musical, and visual arts, and we invite you to come as you are, flow as you go! We have djs spinning chill music daily from 12-8pm. So bring some props and enjoy a shaded flow space, or cool off in our oasis  While our flow area will only feature live music from 12-8pm, please note we do have a flow area for use anytime of day!","Music","Flow As You Go","2026-06-06T12:00:00","2026-06-06T20:00:00","Saturday Noon-8pm (8hrs)","Sat, Jun 6","Noon (8hrs)","12:00","20:00"
"23049","Fiesta pickles on a stick!","Swing by the Bear Necessities for a Fiesta pickle on a stick! loads of flavors! mild or spicy available! Will have sweet tea! available until we run out, so get there on time!","Food & Drink","Bear Necessities","2026-06-06T12:00:00","2026-06-06T13:00:00","Saturday Noon-1pm (1hr)","Sat, Jun 6","Noon (1hr)","12:00","13:00"
"23017","Foreskin Restoration Workshop","In the United States the circumcision of an infant is considered normal. But some people impacted by this action come to view it as a non-consensual genital modification. Circumcision can have negative consequences: reduced sensitivity, curvature of the penis, painful erections and more. Come to this workshop to learn about foreskin restoration. These are methods to grow the skin of the penis with consistent stretching (think ear gauging) to ultimately gain enough tissue for the appearance and functionality of a foreskin. You’ll learn about the history of circumcision in the USA, the anatomy of the penis (do you know where your raphe is?) and about foreskin restoration techniques and resources. I will demonstrate manual stretching exercises and the usage of some commercially available tuggers. The tuggers will be available for people to try out after the lecture. Come with your dick questions.","Workshop","Georgia Peanuts","2026-06-06T13:00:00.000","2026-06-06T14:00:00.000","Saturday 1pm-2pm (1hr)","Sat, Jun 6","1pm (1hr)","13:00","14:00"
"23029","Figure Drawing and Chill","For those who would like to practice drawing the human form! We will draw people in different poses over varying periods of time. Paper, pencils, and clipboards will be provided. People are encouraged to volunteer to model (you don't have to be nude unless you want to!). It's just chilling and drawing.","Arts & Crafts,Class/Workshop","Heathen Life","2026-06-06T13:00:00","2026-06-06T14:00:00","Saturday 1pm-2pm (1hr)","Sat, Jun 6","1pm (1hr)","13:00","14:00"
"23092","Ice Sales 🧊","7lb bags of ice will be available for purchase at $5 Thursday through Sunday from 10–7pm adjacent to the quartermaster. Price and bag size subject to change based on availability. Cash, tap to pay, or Venmo, are accepted.","Miscellaneous","DPW (Dept of Public Works)","2026-06-06T14:00:00","2026-06-06T17:00:00","Saturday 2pm-5pm (3hrs)","Sat, Jun 6","2pm (3hrs)","14:00","17:00"
"23095","Sno Cones!","Give your mouth the pleasure of some delicious sno cones! Bring a cup!","Diversity & Inclusion,Food & Drink,For Kids","Banana Hammocks","2026-06-06T14:00:00","2026-06-06T16:00:00","Saturday 2pm-4pm (2hrs)","Sat, Jun 6","2pm (2hrs)","14:00","16:00"
"23090","Fire Safety Meeting","Fire performers must attend one of the fire safety meetingsand obtain a piece of Conclave swag. This swag will enable you to spin fire throughout the burn in the various camps and participate in the Conclave Saturday night. \n\nFire performers must only fire perform in designated performance areas separated from the crowd under the supervision of an aware, trained safety with blanket in hand or on the ground in front of them. Before each burn, check that your physical state (props, fuel, skills, wind speed, and clothing) and mental state (sober!) are appropriate. All Conclave participants (fire performers and fire safety volunteers, new and experienced) must attend one of the fire safety meetings listed below at the effigy field, and please bring fuel donations. There will be live fire demonstrations, so please wear fire-safe clothing.\n\nFor all these meetings and events, bring your safeties! New or veteran, we would be overjoyed for you to spin fire with us!","Class/Workshop","Effigy Burn Field","2026-06-06T14:00:00","2026-06-06T15:00:00","Saturday 2pm-3pm (1hr)","Sat, Jun 6","2pm (1hr)","14:00","15:00"
"22819","ReBirthDay Party","💖Happy ReBirthDay🌱\n\nIn support of Participation, Communal Effort, and Gifting, Garden Party is delighted to host a ReBirthDay Party for YOU! \n\nWe are providing a ReBirthDay cake, sweet treats, salty and savory snacks and presents! \n\nWe hope YOU are bringing:\n🎨 Face painting\n🤹 Jugglers & flow artists\n🎶 Musicians & wandering instrumentalists\n📖 Poetry readers & storytellers\n🎤 Singers & sing-a-long leaders\n🛠 Teachers of curious skills & hobbies\n😂 Stand-up comics & delightfully bad comedians\n🔮 Tarot readers, oracle readers & mystical beings\n\nThis is not about perfection.\nThis is about participation, play, connection, expression, and creating moments together.\n\nWhether you are wildly talented, charmingly awkward, deeply soulful, or charismatically chaotic — there is a place for you at the party.\n\nBring a gift.\nBring a skill.\nBring a ridiculous idea.\nBring your strange little spark.\nBring your magical presence.\n\nDon't forget to pick up your ReBirth Certificate before you leave!","Gathering/Party","Garden Party","2026-06-06T14:00:00","2026-06-06T17:00:00","Saturday 2pm-5pm (3hrs)","Sat, Jun 6","2pm (3hrs)","14:00","17:00"
"23005","Shibari rope tasting","Come to the French Quarter to experience some rope decoration or suspension. This event is open to everybody, whether you have been tied before or you want to try for the first time, or you just like to watch.","Workshop","The French Quarter","2026-06-06T14:00:00","2026-06-06T18:00:00","Saturday 2pm-6pm (4hrs)","Sat, Jun 6","2pm (4hrs)","14:00","18:00"
"23091","Mandatory Conclave Safety Meeting","Mandatory conclave safety meeting at Effigy Burn Field on Saturday at 3pm.\n\nFor all these meetings and events, bring your safeties! New or veteran, we would be overjoyed for you to spin fire with us!","Class/Workshop","Effigy Burn Field","2026-06-06T15:00:00","2026-06-06T16:00:00","Saturday 3pm-4pm (1hr)","Sat, Jun 6","3pm (1hr)","15:00","16:00"
"23014","Lo-Bear and Willy-D’s Burn Wedding","They’ve signed the papers, but that was just the pregame. Now Lo-Bear and Willy-D are getting BURN MARRIED! Come celebrate as they tie the knot again.","Gathering/Party,Ritual/Ceremony","Grotto - Open Community Space","2026-06-06T15:30:00.000","2026-06-06T17:00:00.000","Saturday 3:30pm-5pm (1.5hrs)","Sat, Jun 6","3:30pm (1.5hrs)","15:30","17:00"
"23046","Pickle Back Happy Hour","Come join us for pickle back happy hour! Have a shot of room temp whiskey followed by a shot of our finest ice cold pickle juice while you browse the shop or hang at the bar. We’ll keep the drinks flowing while supplies last, you just bring the cup!","Food & Drink","The Thrifty Pickle","2026-06-06T17:00:00","2026-06-06T19:00:00","Saturday 5pm-7pm (2hrs)","Sat, Jun 6","5pm (2hrs)","17:00","19:00"
"20957","Karaoke","We will be hosting kwraoke while we are cooking and serving food!","Food & Drink,Gathering/Party","A Little Bit All Over The Place","2026-06-06T18:00:00","2026-06-06T21:00:00","Saturday 6pm-9pm (3hrs)","Sat, Jun 6","6pm (3hrs)","18:00","21:00"
"23012","Molten Moments: A Live Glassworking Experience","Take a captivating look into flame-worked glass, where fire and artistry converge. Watch raw glass rods transform under intense heat and delicate control into intricate forms. This demo highlights key tools, safety practices, and techniques—revealing how precision and temperature shape the craft. Perfect for newcomers and seasoned creatives, it offers a close-up view of chemistry and creativity in glowing harmony. Stay after to ask questions and explore the tools behind the magic.","Performance","Spectral Subverse","2026-06-06T19:00:00.000","2026-06-06T21:00:00.000","Saturday 7pm-9pm (2hrs)","Sat, Jun 6","7pm (2hrs)","19:00","21:00"
"20875","Soup!!!! Soup!!!!","Ever night you can join us for dinner, usually we make delicous soups and stews.  Dinner starts whenever food is done and ends whenever we run out.","Food & Drink","A Little Bit All Over The Place","2026-06-06T20:00:00","2026-06-06T21:00:00","Saturday 8pm-9pm (1hr)","Sat, Jun 6","8pm (1hr)","20:00","21:00"
"23093","Make-Your-Own Ramen Bar","Warm up at Wayward Bud’s late-night Make-Your-Own Ramen Bar! Enjoy a wide selection of instant noodles, delicious toppings, and a variety of options to accommodate dietary restrictions and allergies. All self-serve.\n Just bring your own bowl and utensils!","Food & Drink","Wayward Bud","2026-06-06T20:00:00","2026-06-07T02:00:00","Saturday 8pm-2am (6hrs)","Sat, Jun 6","8pm (6hrs)","20:00","02:00"
"23088","Effigy Burn 🔥","Conclave and Effigy Burn begin shortly after dusk on Saturday","Fire/Spectacle,Gathering/Party","Effigy Burn Field","2026-06-06T20:30:00","2026-06-06T22:30:00","Saturday 8:30pm-10:30pm (2hrs)","Sat, Jun 6","8:30pm (2hrs)","20:30","22:30"
"23045","Haunted House","Come check out our walk through haunted house filled with illusions, animatronics, and live actors.","Miscellaneous,Performance","Big Spooky Energy","2026-06-06T22:00:00","2026-06-07T00:00:00","Saturday 10pm-Midnight (2hrs)","Sat, Jun 6","10pm (2hrs)","22:00","00:00"
"23076","Burn Arena!!","The gates of the Arena open and the Mob goes wild! Gladiator Warz has been released upon the burn! Come on down and beat your opponents senseless in the best adult bopper game of the East coast! Choose helmet, armor, and weapons to get in the ring and DOMINATE!","Games,Gathering/Party","Kamp Khaos Arena","2026-06-06T22:00:00","2026-06-07T01:00:00","Saturday 10pm-1am (3hrs)","Sat, Jun 6","10pm (3hrs)","22:00","01:00"
"23002","The Dude's Cinema","Abiding Grove Walk-In Cinema showing The Big Lebowski and other Dudely movies.\nWe've got beverages and snacks, while you sit back and enjoy some classic cinema. Movies start around 11:00 pm at night.","Performance","Abiding Grove","2026-06-06T23:00:00.000","2026-06-07T02:00:00","Saturday 11pm-2am (3hrs)","Sat, Jun 6","11pm (3hrs)","23:00","02:00"
"23096","Banana Lounge & Hammock Forest","Come relax! Open 24 hours! \nNo Shoes inside!","Diversity & Inclusion,Self Care","Banana Hammocks","2026-06-07T00:00:00","2026-06-08T00:00:00","Sunday - All Day","Sun, Jun 7","Midnight (24hrs)","00:00","00:00"
"22997","Gifting Table","Gifting Table for people to enjoy","Arts & Crafts","Grotto - Open Community Space","2026-06-07T09:00:00","2026-06-07T21:00:00","Sunday 9am-9pm (12hrs)","Sun, Jun 7","9am (12hrs)","09:00","21:00"
"23010","Mooney Putt Portals","Mooney Putt Portals\nInterdimensional mini golf experiment\nHow it works\n•	There are 9 portals—visit in any order.\n•	Use the map to hunt them down.\n•	Keep score—weird trophies and shiny prizes lurk.\n•	Claim a sticker. Adorn your self or your stuff.\n•	Putters and balls live at each hole—please leave them in their native realm.\n•	Bring your own freaky putter for a 3 stroke bonus.\n•	Share the magic: don’t whack humans.\n•	Putt, giggle, repeat.\nStep through a portal and play a hole!","Game","Swag n Dab","2026-06-07T09:00:00.000","2026-06-08T00:00:00.000","Sunday 9am-Midnight (15hrs)","Sun, Jun 7","9am (15hrs)","09:00","00:00"
"23009","Morning Coffee & Tea","🛸🐮 Conspiracy Coffee ☕ :\nGive a Conspiracy for every Coffee ☕, a Theory for every Tea 🫖, but the Marie Antoinette cakes are Free 🧁.","Food","Abiding Grove","2026-06-07T09:30:00.000","2026-06-07T11:30:00","Sunday 9:30am-11:30am (2hrs)","Sun, Jun 7","9:30am (2hrs)","09:30","11:30"
"20876","Breakfast delights","More spontaneously times than dinner, come join us for breakfast. Food will be done a few hours after Ithr cook wakes up until we run out of food.","Food & Drink","A Little Bit All Over The Place","2026-06-07T10:00:00","2026-06-07T11:00:00","Sunday 10am-11am (1hr)","Sun, Jun 7","10am (1hr)","10:00","11:00"
"23092","Ice Sales 🧊","7lb bags of ice will be available for purchase at $5 Thursday through Sunday from 10–7pm adjacent to the quartermaster. Price and bag size subject to change based on availability. Cash, tap to pay, or Venmo, are accepted.","Miscellaneous","DPW (Dept of Public Works)","2026-06-07T10:00:00","2026-06-07T14:00:00","Sunday 10am-2pm (4hrs)","Sun, Jun 7","10am (4hrs)","10:00","14:00"
"23011","Moment of Peace Sober Sesh Burner Meetup","A chance for all burners who are burning clean, in Recovery, Sober, or even just sober-curious, to meet like-minded burners and check-in with each other. It's a great way to grow your network of support for whatever your path may be. ALL ARE WELCOME!!","Self Care","Grotto - Open Community Space","2026-06-07T11:00:00.000","2026-06-07T12:00:00.000","Sunday 11am-Noon (1hr)","Sun, Jun 7","11am (1hr)","11:00","12:00"
"23070","Elven Elixirs","Do you party too hard? Or just need some rejuvenation? Your resident elven herbalist has your back. I've got TCM teas made to bring you back to life and sweeter treats like rose falooda to lift your spirits. 11am til we run out. Come by each day for different elixirs. Water station always available.","Food & Drink","Reconnect Camp","2026-06-07T11:00:00","2026-06-07T15:00:00","Sunday 11am-3pm (4hrs)","Sun, Jun 7","11am (4hrs)","11:00","15:00"
"23006","Self-Care Sunday","Need some rejuvenation after a wild night of burning? Come experience REGENESIS at the Surreal Saloon. We will have Interdimensional Moon Juice (a non-alcoholic electrolyte beverage) available to fuel your vessel. We will also have self care supplies available including face masks, lotions, nail care products, sensory toys and others. Come join us for a burn essential - Self Care Sunday.","Self Care","The Surreal Saloon","2026-06-07T12:00:00.000","2026-06-07T13:00:00.000","Sunday Noon-1pm (1hr)","Sun, Jun 7","Noon (1hr)","12:00","13:00"
"23086","Flotilla party on the lake","Hey amazing people, when we last came to TTM two years ago we got a Flotilla together on the lake at 1:00 on the Sunday and about 50 rafts showed up and we had ourselves a fun ‘ol time. Let’s do that again, shall we. Same time and place, weather permitting. BYO Raft.","Gathering/Party","Cool as Fuck!","2026-06-07T13:00:00","2026-06-07T16:00:00","Sunday 1pm-4pm (3hrs)","Sun, Jun 7","1pm (3hrs)","13:00","16:00"
"23092","Ice Sales 🧊","7lb bags of ice will be available for purchase at $5 Thursday through Sunday from 10–7pm adjacent to the quartermaster. Price and bag size subject to change based on availability. Cash, tap to pay, or Venmo, are accepted.","Miscellaneous","DPW (Dept of Public Works)","2026-06-07T14:00:00","2026-06-07T17:00:00","Sunday 2pm-5pm (3hrs)","Sun, Jun 7","2pm (3hrs)","14:00","17:00"
"23069","Integration Circle","How has this burn changed you? What magic did you experience? \n\nHere you can share what's on your heart, witness and be witnessed, as we process our time on this land together in community.","Repair,Ritual/Ceremony,Self Care","Reconnect Camp","2026-06-07T14:00:00","2026-06-07T16:00:00","Sunday 2pm-4pm (2hrs)","Sun, Jun 7","2pm (2hrs)","14:00","16:00"
"23016","Hypnotic Regenesis","Tap into the past, activate presence and generate the future! Immerse yourself in this guided experience of hypnotic trance, neuro-linguistic programming and heightened, conscious awareness with New Technique!","Class/Workshop","DreamCamp","2026-06-07T15:30:00","2026-06-07T16:41:00","Sunday 3:30pm-4:41pm (1.2hrs)","Sun, Jun 7","3:30pm (1.2hrs)","15:30","16:41"
"20957","Karaoke","We will be hosting kwraoke while we are cooking and serving food!","Food & Drink,Gathering/Party","A Little Bit All Over The Place","2026-06-07T18:00:00","2026-06-07T21:00:00","Sunday 6pm-9pm (3hrs)","Sun, Jun 7","6pm (3hrs)","18:00","21:00"
"20875","Soup!!!! Soup!!!!","Ever night you can join us for dinner, usually we make delicous soups and stews.  Dinner starts whenever food is done and ends whenever we run out.","Food & Drink","A Little Bit All Over The Place","2026-06-07T20:00:00","2026-06-07T21:00:00","Sunday 8pm-9pm (1hr)","Sun, Jun 7","8pm (1hr)","20:00","21:00"
"23089","Temple Art Burn 🔥","Temple Art Burn begins shortly after dusk on Sunday night","Fire/Spectacle,Ritual/Ceremony","Temple","2026-06-07T20:30:00","2026-06-07T22:30:00","Sunday 8:30pm-10:30pm (2hrs)","Sun, Jun 7","8:30pm (2hrs)","20:30","22:30"
